id,imagenum,year,keywords,_inventar_nr,_titel,_personen,_funktion,_durchmesser,_abmessungen,_gewicht,_material,_literatur,_ortdatierung,_beschreibung,_schlagworte
259987,2,1890,"Berlin/Bauakademie,Berlin/Technische Universität Berlin,Jubiläum,Plakette",X 4659,"Plakette auf das 100-jährige Bestehen der Königlichen Bauakademie-Königlichen Technischen Hochschule zu Berlin 1899, Deutsches Kaiserreich, Kaiser Wilhelm II. (1888-1918), 1899","Vogel, August (Bildhauer); Medailleur
 ",,,"Höhe: 7,27 cm,  Breite: 7,28 cm","179,2 g",Bronze,,1899,"Achteckige Plakette. 
Vs: Vor einer ionischen Säule mit daraufstehendem Zahnrad, Schrifttafel, über die sich eine belorbeerte weibliche Figur mit Zirkel und eine männlichen mit Hammer die Hand reichen. Auf der Tafel mittig über Lorbeerzweig : KOENICLICHE / BAUAKADEMIE / 1799 BERLIN 1899 / KOENICLICHE / TECHNISCHE / HOCHSCHULE . Oben, im Hintergrund eine Baustelle, Lorbeerzweige, Schiffssegel und eine Fabrikanlage. 
Auf der Schrifttafel unten am Rand: AVOGEL FC. 

Rs: Umschrift unter Lorbeerlaub: DER KOENICLICHEN TECHNISCHEN HOCHSCHULE DER KULTUSMINISTER 
Im Innenfeld, im vertieften Medaillon, Kopf der Pallas Athene, umgeben von Schlangen.","Berlin/Bauakademie
Berlin/Technische Universität Berlin
Jubiläum
Plakette
"
259999,2,1910,"Hauptmann,Gerhart,Pegasus,Geburtstag,Plakette",X 4660,"Plakette auf den 50. Geburtstag des Dichters Gerhard Hauptmann am 15.11.1912, Deutsches Kaiserreich, Kaiser Wilhelm II. (1888-1918), 1912","Weinberger, Anton Rudolf; Medailleur
 ","Bildhauer, Medailleur",,"Höhe: 5,02 cm,  Breite: 4,96 cm","80,3 g",Bronze,,1912,"Plakette. 
Vs: Brustbild Gerhard Hauptmanns unter Girlande nach links, darunter GERHARD HAUPTMANN . Vor dem Namen Schreibfeder und Lorbeerzweig. 
Signatur hinter dem Rücken: WEINBERGER· 

Rs: Auf tragischer und komischer Maske stehender Genius führt Pegasus nach links. Neben den Masken *15·NOV. / 1862 und 50.GEB·T· / 1912 
Unter dem linken vorderen Huf: WEINBERGER·","Hauptmann, Gerhart
Pegasus
Geburtstag
Plakette
"
260006,2,1910,"Befreiungskriege,Körner,Theodor (Schriftsteller),Yorck von Wartenburg,Hans David Ludwig,Jubiläum,Medaille",X 4661,"Medaille auf die 100-Jahrfeier der Befreiungskriege 1913, Deutsches Kaiserreich, Kaiser Wilhelm II. (1888-1918), 1913","B.H. Mayer's; Hersteller
 ",,6 cm,,"93,1 g",Bronze,,"Pforzheim, 1913","Vs: Umschrift: TH. KÖRNER = 1791 - 1813 
Brustbild des Dichters Theodor Körner in der Uniform der Lützower Jäger nach halblinks. 

Rs: Darstellung einer Versammlung zu Beginn des Befreiungskrieges, General York spricht vor den ostpreußischen Ständen. 
Randinschrift: BRONZE / B.H.MAYER /PFORZHEIM","Befreiungskriege
Körner, Theodor (Schriftsteller)
Yorck von Wartenburg, Hans David Ludwig
Jubiläum
Medaille
"
260012,2,1910,"Hindenburg,Paul von,Masuren,Schlacht,Medaille",X 4662,"Medaille auf den Sieg Generalfeldmarschall Paul von Hindenburgs in der Schlacht an den Masurischen Seen, 06.-14.09.1914, Deutsches Kaiserreich, Kaiser Wilhelm II. (1888-1918), o. J. (1914)","Patzo, Pál; Medailleur
 ",Bildhauer,5 cm,,"48,3 g",Zink,,1914,"Vs: Umschrift: GENERALFELDMARSCHALL v. HINDENBURG 
Kopf Hindenburgs nach rechts. 
Unter dem Halsabschnitt: PATZO 

Rs: Nackter Krieger mit Schwert erschlägt Bären im Wasser. 
Neben der Schwertspitze: PATZO","Hindenburg, Paul von
Masuren
Schlacht
Medaille
"
260024,2,1890,"Wilhelm II.,Deutscher Kaiser,Preußen,Wilhelm von,Geburtstag,Medaille",X 4663,"Medaille auf den 10. Geburtstag des Kronprinzen des Deutschen Kaiserreiches und Königreichs Preußen, Wilhelm, 1892, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1892",,,"2,84 cm",,"8,4 g",Bronze,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, S. 163, lfd. Nr. 7418",1892,"Vs: Umschrift unter Stab-/Perlrand: * WILHELM II DEUTSCHER KAISER KÖNIG V. PREUSSEN 
Kopf Wilhelm II. nach rechts. 

Rs: Umschrift unter Stab-/Perlrand: WILHELM KRONPRINZ D. DEUTSCH. REICHES U. V. PR. 
Brustbild des Kronprinzen in Husarenuniform von vorn, darunter GEB. 6 MAI 1882. 
Riffelrand.","Wilhelm II., Deutscher Kaiser
Preußen, Wilhelm von
Geburtstag
Medaille
"
260027,2,1890,"Preußen,Wilhelm von,Geburtstag,Medaille",X 4664,"Medaille auf den 10. Geburtstag des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, 1892, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1892","Schultz, Otto; Medailleur, Vorder- u. Rückseite
D. Loos, Medaillen-Prägeanstalt; Hersteller, Vorder- u. Rückseite
Uhlmann, Waldemar; Entwerfer, Vorderseite
 ","Medailleur, Bildhauer","4,76 cm",,44 g,Bronze,,"Berlin, 1892","Vs: Umschrift unter Stabrand: WILHELM KRONPRINZ D. DEUTSCHEN REICHES U. V. PREUSSEN * 
Brustbild des Kronprinzen in Husarenuniform nach links. 
Im Armabschnitt: O. SCHULTZ FEC. 
Unter dem Armabschnitt: G. LOOS D. BERLIN 
Unten, Mitte, am Rand: W. UHLMANN AD VIV. SC. 

Rs: Stabrand. 
Unten gebundener, oben offener Eichenlaubkranz. 
Unter Eichenlaubkranz: G. LOOS D. 
Unten, Mitte, am Rand: O. SCHULTZ FEC.","Preußen, Wilhelm von
Geburtstag
Medaille
"
260030,2,1890,"Geburtstag,Preußen,Wilhelm von,Husar,Medaille",X 4665,"Medaille auf den 10. Geburtstag des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, 1892, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1892","Schwabe, Heinrich; Entwerfer
Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
 ",Bildhauer,"5,03 cm",,"50,8 g",Bronze,,"Nürnberg, 1892","Vs: Umschrift unter Stabrand: KRONPRINZ WILHELM 
Brustbild des Kronprinzen in Husarenuniform mit Kolpak von vorn. Über den Schultern: GEB. / 6. MAI = ANNO / 1882 

Rs: Umschrift oben unter Stabrand: [Zweig mit Blüte] ALLWEG = GUT ZOLLRE 
Gekrönter preußischer Adlerschild im Eichenlaubkranz. 
Umschrift unten unter Stabrand: * GOTT MIT UNS * 
Unten, am Rand: SCHWABE SCUPL LAUER NURNBERG","Geburtstag
Preußen, Wilhelm von
Husar
Medaille
"
260033,2,1900,"Preußen,Wilhelm von,Geburtstag,Volljährigkeit,Preußen/Garderegiment zu Fuß (1),Medaille",X 4666,"Medaille auf die Feier der Großjährigkeit des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, am 06.05.1900, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1900","Kawaczynski, Max von; Medailleur
 ",Medailleur,"3,33 cm",,"14,4 g",Silber,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, S. 63, lfd. Nr. 7422",1900,"Vs: Umschrift unter Stab-/Perlrand: FRIEDRICH WILHELM KRONPRINZ D. DEUTSCHEN REICHES U. V. PREUSSEN 
Brustbild des Kronprinzen Wilhelm in der Uniform des 1. Preußischen Garderegiments zu Fuß mit Ordensschmuck, fast von vorn. 
Signatur auf der linken Brust: KAWACZ. 

Rs: Umschrift unter Stab-/Perlrand: DEM LIEBLINGE UND STOLZ DES DEUTSCHEN VOLKES 
Aufschrift im unten gebundenen, oben offenen Eichenlaubkranz: ZUR / FEIER / DER / GROSS-/ JÄHRIGKEIT / 1882 6.MAI 1900 / [bogig] KEIN THALER] .","Preußen, Wilhelm von
Geburtstag
Volljährigkeit
Preußen/Garderegiment zu Fuß (1)
Medaille
"
260036,2,1900,"Preußen,Wilhelm von,Cecilie von,Verlöbnis,Medaille",X 4667,"Medaille auf die Verlobung des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, mit Herzogin Cecilie von Mecklenburg-Schwerin am 04.09.1904, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1904","Kawaczynski, Max von
 ",Medailleur,"3,33 cm",,"14,2 g",Silber,,1904,"Vs: Umschrift unter Stab-/Perlrand: FRIEDRICH WILHELM KRONPRINZ D. DEUTSCHEN REICHES U. V. PREUSSEN 
Brustbild des Kronprinzen Wilhelm in der Uniform des 1. Preußischen Garderegiments zu Fuß mit Ordensschmuck, fast von vorn. 
Signatur auf der linken Brust: KAWACZ. 

Rs: Stab-/Perlrand. 
Aufschrift: ZUR / VERLOBUNG DES / DEUTSCHEN KRONPRINZEN / FRIEDRICH WILHELM / MIT / HERZOGIN CÄCILIE / VON / MECKLENB. SCHWERIN / 3.IX.1904","Preußen, Wilhelm von
Preußen, Cecilie von
Verlöbnis
Medaille
"
260039,2,1900,"Preußen,Wilhelm von,Cecilie von,Verlöbnis,Monogramm,Medaille",X 4668,"Medaille auf die Verlobung des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, mit Herzogin Cecilie von Mecklenburg-Schwerin am 04.09.1904, Deutsches Kaiserreich, Großherzogtum Mecklenburg-Schwerin, Großherzog Friedrich Franz IV. (1897-1918), 1904",,,"3,31 cm",,"14,4 g",Silber,,1904,"Vs: Stab-/Perlrand. 
Gekröntes Monogramm FWC. F und C unten mit einer Blumengirlande verbunden 

Rs: Stab-/Perlrand. 
Aufschrift: ZUR / VERLOBUNG DES / DEUTSCHEN KRONPRINZEN / FRIEDRICH WILHELM / MIT / HERZOGIN CÄCILIE / VON / MECKLENB. SCHWERIN / 3.IX.1904","Preußen, Wilhelm von
Preußen, Cecilie von
Verlöbnis
Monogramm
Medaille
"
260042,2,1900,"Preußen,Wilhelm von,Cecilie von,Verlöbnis,Medaille",X 4669,"Medaille auf die Verlobung des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, mit Herzogin Cecilie von Mecklenburg-Schwerin am 04.09.1904, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1904","Volk, Wilhelm; Medailleur
 ",Medailleur,"4,46 cm",,"32,6 g",Silber,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, Vgl.: S. 163, lfd. Nr. 7424","Stuttgart, 1904","Vs: Umschrift unter Perlrand: CECILIE HERZOGIN v. M. SCHW. · WILHELM KRONPRINZ D. DEUTSCH. REICHES 
Köpfe der Verlobten nebeneinander versetzt nach links. 

Rs: Perlrand. 
Aufschrift neben Rosenzweigen: ZUR / VERLOBUNG / AM 4. SEPTBR. / 1904 
Signatur unten am Perlrand: W. VOLK STUTTGART","Preußen, Wilhelm von
Preußen, Cecilie von
Verlöbnis
Medaille
"
260047,2,1900,"Preußen,Wilhelm von,Cecilie von,Hochzeit,Medaille",X 4670,"Medaille auf die Hochzeit des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, mit Herzogin Cecilie von Mecklenburg-Schwerin am 06.06.1905, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1905","Schultz, Otto; Medailleur
 ","Medailleur, Stempelschneider","5,09 cm",,46 g,Bronze,,1905,"Vs: Umschrift unter Stabrand: · WILHELM·KRONPRINZ·D·DEUTSCHEN·REICHES·U·V·PREUSSEN = CECILIE·HERZOGIN· Z· MECKLENBURG 
Die Büsten des Hochzeitspaares unter der Königskrone gegeneinander, der Kronprinz in Uniform mit Ordensschmuck, seine Ehefrau mit vier Perlenketten. 
Unter der Büste der Kronprinzessin: O. SCHULTZ F. 

Rs: Umschrift unter Stabrand und Hohlkehle: VERMÄHLT = 6 JUNI 1905 = BERLIN 
Königskrone über den Wappenschilden Preußens und Mecklenburgs im Dreipaß.","Preußen, Wilhelm von
Preußen, Cecilie von
Hochzeit
Medaille
"
260048,2,1900,"Preußen,Wilhelm von,Cecilie von,Hochzeit,Amor,Medaille",X 4671,"Medaille auf die Hochzeit des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, mit Herzogin Cecilie von Mecklenburg-Schwerin am 06.06.1905, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1905","Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
 ",,"3,21 cm",,"27,8 g",Silber,,"Nürnberg, 1905","Vs: Umschrift unter Stab-/Perlrand: CÄCILIE V. MECKLB. SCHW. U. WILHELM KRPRZ. D. DEUTSCH. R. U. V. PR. 
Die Brustbilder des Hochzeitspaares nebeneinander, der Kronprinz in Uniform mit Ordensschmuck. 

Rs: Doppelzeilige Umschrift unter Stab-/Perlrand: ZUR ERINNERUNG AN DIE VERMÄHLUNG / 6. JUNI = 1905 
Amor am Amboß beim Schmieden eines Herzens, ein weiteres liegt hinter ihm im Herdfeuer. 
Unten am Rand: LAUER = NÜRNBG. 
Randinschrift: SILBER 0,990","Preußen, Wilhelm von
Preußen, Cecilie von
Hochzeit
Amor
Medaille
"
260054,2,1900,"Preußen,Wilhelm von,Cecilie von,Hochzeit,Medaille",X 4672,"Medaille auf die Hochzeit des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, mit Herzogin Cecilie von Mecklenburg-Schwerin am 06.06.1905, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1905","D. Loos, Medaillen-Prägeanstalt; Hersteller
Krüger, Arthur; Medailleur
 ","Bildhauer, Medailleur, Zeichner","5,63 cm",,80 g,Bronze,"Die Münzen- und Medaillen-Sammlung in der Marienburg, Bd. IV., 1. Abth. Münzen und Medaillen der Könige von Preussen als Kaiser von Deutschland. 2. Abth. Medaillen auf Privatpersonen, bearb. v. Emil Bahrfeldt, Danzig 1907, S. 163, lfd. Nr. 7432","Berlin, 1905","Vs: Umschrift unter Stabrand: Wilhelm Kronprinz d. Deutsch. Reiches u. v. Pr. = Cecilie Herzogin zu Mecklenburg Schwerin 
Die Brustbilder des Hochzeitspaares einander gegenüber, der Kronprinz in Uniform, über ihnen die Kaiserkrone. Unten, auf Eichenlaub- und Lorbeerzweigen die gelehnten Wappenschilde von Preußen und Mecklenburg, darüber die Königskrone. 
Unten am Rand: G. LOOS D. 

Rs: Stabrand. 
Auf Rosenzweigen zwei gekreuzte und gebundene Fackeln sowie eine Tafel mit bekröntem Monogramm CW und der Aufschrift: ZUR ERINNERUNG / AN DIE VERMÄHLUNG / 6. JUNI 1905 
Unten am Rand: A.KRÜGER FEC.","Preußen, Wilhelm von
Preußen, Cecilie von
Hochzeit
Medaille
"
260084,2,1900,"Preußen,Wilhelm von,Cecilie von,Wilhelm von Preußen,(1906 - 1940),Geburt,Taufe,Medaille",X 4673,"Medaille auf die Geburt des Prinzen Wilhelm von Preußen am 04.07.1906 und seine Taufe am 29.08.1906, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1906","Godet J. & Sohn; Hersteller
 ",,"4,5 cm",,"33,6 g",Bronze,,"Berlin, 1906","Vs: Brustbilder des Kronprinzen des Deutschen Kaiserreiches und des Königreichs Preußen, Wilhelm, und seiner Ehefrau Cecilie nebeneinander versetzt nach links, der Prinz in Uniform mit Ordensschmuck, die Kronprinzessin im dekolletiertem Kleid. Am Rand CECILIE und WILHELM 

Rs: Umschrift oben: ""ER"" GAB IHN VNS ZV VNSER VND DES VOLKES FREVDE ·4·JVLI·1906· 
Neugeborenes in einer Wiege, die mit der Kaiserkrone geschmückt ist, streckt die Hände der vor einem Fenster aufgehenden Sonne entgegen. Rechts daneben ein schützender Engel, links die Aufschrift: GETAVFT / AM 29. AVGVST 1906 . 
Im Abschnitt Wappenschild auf Eichenlaubzweigen. 
Unten am Rand: GODET BERLIN","Preußen, Wilhelm von
Preußen, Cecilie von
Wilhelm von Preußen, (1906 - 1940)
Geburt
Taufe
Medaille
"
260087,2,1900,"Preußen,Wilhelm von,Ausstellung,Armee,Marine,Kolonie,Medaille",X 4674,"Medaille auf die Deutsche Armee-, Marine- und Kolonial-Austellung 1907 in Berlin, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1907","Wolff, Moritz; Medailleur
AWES-Münze Berlin; Hersteller
 ","Bildhauer, Medailleur",6 cm,,"89,3 g","Bronze, vergoldet",,"Berlin, 1907","Vs: Brustbild des Kronprinzen Wilhelm in Uniform mit Ordensschmuck nach rechts, daneben kleiner preußischer Wappenschild. Aufschrift links am Rand: WILHELM / KRONPRINZ / d. DEUTSCHEN / REICHES u.v. / PREUSSEN. / PROTECTOR . 
Signaturen, links über der Schulter: A. M. WOLFF , unten, halbrechts, am Rand: AWES BERLIN 13 

Rs: Umschrift oben: DEUTSCHE·ARMEE·MARINE = u. KOLONIAL·AUSSTELLUNG· 
Bekrönte, gerüstete, thronende Germania. Ihr zu Füßen zwei sitzende Männer, Armee und Marine symbolisierend sowie eine kniende weibliche Figur mit Handelsgütern aus den Kolonien. 
Im Abschnitt: 19 BERLIN 07 
Auf der Abschnittsleiste rechts: [AW]ES BRLN13","Preußen, Wilhelm von
Ausstellung
Armee
Marine
Kolonie
Medaille
"
260092,2,1900,"Halle (Saale),Schießen,Wettbewerb,Preußen,Wilhelm von,Medaille",X 4675,"Medaille auf das XXIII. Mitteldeutsche Bundesschießen in Halle an der Saale 1907, Deutsches Kaiserreich, Provinz Sachsen, Kaiser Wilhelm II. (1888), 1907","Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
 ",,"4,03 cm",,"27,4 g",Silber,,"Nürnberg o. Berlin, 1907","Vs: Umschrift unter Stabrand: FRIEDRICH·WILHELM·KRONPRINZ·PROTEKTOR· 
Brustbild des Kronprinzen in Uniform mit Ordensschmuck von vorn. 
Unter dem rechten Arm: LAUER 

Rs: Umschrift unter Stabrand: 1907·XXIII MITTELDEVTSCHES = BVNDESSCHIESSEN·HALLE A/S· 
Hallore im historischen Gewand mit Gewehr und Stadtfahne vor der Silhouette von Halle.","Halle (Saale)
Schießen
Wettbewerb
Preußen, Wilhelm von
Medaille
"
260096,2,1910,"Preußen,Wilhelm von,Preußen/Leib-Husaren-Regiment (2),Danzig-Langfuhr,Jeton,Medaille",X 4676,"Medaille oder Jeton auf den Kommandeur des 1. Leib-Husaren-Regiments Nr.1 in Danzig-Langfuhr 1911-1913, Kronprinz Wilhelm, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J.","Bachmann, Rudolf; Medailleur
 ","Maler, Bildhauer, Medailleur","4,98 cm",,"42,8 g",Zink,,[1911-1913],"Vs: Umschrift: KRONPRINZ = WILHELM 
Brustbild des Kronprinzen Wilhelm in der Uniform des 1. Leib-Husaren-Regiments Nr.1 nach halblinks. 
Unten, halbrechts: R·BACHMANN 

Rs: Wappenschild des Deutschen Kaiserreichs","Preußen, Wilhelm von
Preußen/Leib-Husaren-Regiment (2)
Danzig-Langfuhr
Jeton
Medaille
"
260107,2,1910,"Preußen,Wilhelm von,Preußen/Leib-Husaren-Regiment (2),Longwy,Medaille",X 4677,"Einseitige Medaille auf den Oberkommandierenden der 5. Armee, Kronprinz Wilhelm, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J. (1914)","Oertel, Otto (Berliner Medaillen-Münze); Hersteller
Splieth, Heinrich; Entwerfer
 ",Bildhauer,"3,94 cm",,"21,2 g",Silber,,"Berlin, 1914","Vs: Umschrift unter Perlrand: WILHELM KRONPRINZ D. DEUTSCHEN REICHES U. V. PREUSSEN 
Brustbild des Kronprinzen Wilhelm in der Felddienstuniform des 1. Leib-Husaren-Regiments Nr.1 (Totenkopfhusaren) mit Kolpak von vorn. 
Unten, rechts: OERTEL BERLIN ; über der rechten Schulter: SPL. 
Randinschrift: SILBER 990","Preußen, Wilhelm von
Preußen/Leib-Husaren-Regiment (2)
Longwy
Medaille
"
260108,2,1910,"Preußen,Wilhelm von,Longwy,Medaille",X 4678,"Medaille auf die Einnahme von Fort Longwy am 22.08.1914 durch die 5. Armee, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1914","Ludwig Christoph Lauer (Münzprägeanstalt); Hersteller
 ",,"3,33 cm",,"17,9 g",Silber,,"Nürnberg, 1914","Vs: Umschrift unter Stabrand: WILHELM KRONPRINZ = D. DEUTSCHEN REICHES 
Brustbild des Oberkommandierenden der 5. Armee, Kronprinzen Wilhelm, in Uniform nach links. 
Unten, rechts: LAUER NUERNBERG 

Rs: Umschrift unter Stabrand: DEM · SIEGER · BEI · = · LONGWY · 22. AUGUST 
Schwert und 19 = 14 im Eichenlaubkranz. 
Randinschrift: SILBER 990","Preußen, Wilhelm von
Longwy
Medaille
"
260117,2,1910,"Preußen,Wilhelm von,Longwy,Mars,Medaille",X 4679,"Medaille auf die Einnahme von Fort Longwy am 22.08.1914 durch die 5. Armee, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1914","Grünthal, Hugo; Hersteller
Küchler, Rudolf; Medailleur
 ","Bildhauer, Medailleur","3,44 cm",,"18,4 g",Silber,,"Berlin, 1914","Vs: · Umschrift unter Stabrand: KRONPRINZ = WILHELM 
Brustbild des Oberkommandierenden der 5. Armee, Kronprinzen Wilhelm, in Uniform des 1. Leib-Husaren-Regiments Nr.1 (Totenkopfhusaren) mit Kolpak nach links. 
Unten, links, am Rand: GRÜNTHAL 

Rs: Umschrift unter Stabrand: DURCH KAMPF = ZUM SIEG 
Nach rechts mit Helm, Schwert und Schild zum Angriff vorgehender unbekleideter Mars. Unter dem Schild: 22. 8. / 1914 . 
Am Boden: R. KÜCHLER 
Randinschrift: SILBER 990","Preußen, Wilhelm von
Longwy
Mars
Medaille
"
260127,2,1910,"Preußen,Wilhelm von,Eisernes Kreuz,Medaille",X 4680,"Medaille auf den Oberkommandierenden der 5. Armee, Kronprinz Wilhelm, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), o. J. (1915)","Goetz, Karl (Künstler); Medailleur
 ",,"3,34 cm",,"16,7 g",Bronze,,1915,"Vs: Umschrift: WILHELM·KRONPRINZ·DES·DEUTSCHEN·REICHES· 
Brustbild des Kronprinzen in der Uniform des 1. Leib-Husaren-Regiments Nr.1 nach links. 

Rs: Auf dem Eisernen Kreuz, Stiftungsjahr 1914, sitzender Adler nach links, daneben 1914 / Eichenlaubzweig = 1915 / Lorbeerzweig","Preußen, Wilhelm von
Eisernes Kreuz
Medaille
"
260130,2,1910,"Preußen,Wilhelm von,Pferd,Husar,Ulan,Medaille",X 4681,"Medaille, Propaganda, Kronprinz Wilhelm, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1915","Robert Ball Nachf., Münzhandlung; Hersteller
Guraske, H.; Medailleur
 ",Medailleur,"3,41 cm",,19 g,Silber,,"Berlin, 1915","Vs: Stabrand. 
Der Kronprinz in der Dienstuniform der Husaren vor seinem Pferd nach links. Vor dem Pferd: 1914-15 
Unten am Rand links: H.GURASKE rechts: BERLIN 1915 

Rs: Stabrand. 
Deutscher Ulan mit Lanze auf galoppierendem Pferd von vorn. 
Unten am Rand links: BALL BERLIN 
Randinschrift: SILBER 800","Preußen, Wilhelm von
Pferd
Husar
Ulan
Medaille
"
260135,2,1900,"Friedrich,Deutscher Kaiser,Freimaurer,Halberstadt,Gründung,Medaille",X 4682,"Freimaurer-Medaille auf die Gründung der Loge 'Friedrich zur Morgenröte' in Halberstadt am 20.09.1902, Deutsches Kaiserreich, Königreich Preußen, Provinz Sachsen, Halberstadt, Kaiser Wilhelm II. (1888-1918), 1902",,,"3,9 cm",,19 g,Bronze,"Abbildungen Freimaurerischer Denkmünzen und Medaillen. Mit Beschreibungen und erläuterndem Text historischen und biographischen Inhalts / Hamburgische Zirkel-Correspondenz, Bd. 1, Deutschland, Hamburg 1898, S. 7",1902,"Vs: Stabrand. 
Fünfzackiger Stern mit aufgesetzter Porträtmedaille Kaiser Friedrich III. nach rechts, Umschrift FRIEDRICH ZUR MORGENRÖTE * ORIENT HALBERSTADT * 

Rs: Stabrand. 
Dreieck mit dem Zeichen der GROSSE LOGE VON HAMBURG * 1737 · 1740 · 1811 * 
Aufschriften an den Schenkeln des Dreiecks: GESTIFTET / D. 20. SEPTEMBER 1902 ; EINGEWEIHT / D. 18. OCTOBER 1902 ; DEN GRÜNDERN DER / LOGE GEWIDMET","Friedrich, Deutscher Kaiser
Freimaurer
Halberstadt
Gründung
Medaille
"
260141,2,1900,"Wilhelm von Preußen,(1906 - 1940),Geburt,Medaille",X 4683,"Medaille auf die Geburt des Prinzen Wilhelm Friedrich Franz Joseph Christian Olaf Prinz von Preußen am 04.07.1906, Deutsches Kaiserreich, Königreich Preußen, Kaiser Wilhelm II. (1888-1918), 1906 ",,,"3,33 cm",,"15,4 g",Silber,,1906,"Vs: Brustbild des Säuglings nach rechts. 

Rs: Aufschrift: [bogig] ZUR ERINNERUNG / AN DIE / GEBURT / DES JÜNGSTEN / HOHENZOLLER-PRINZEN / WILHELM / * / [bogig] 4. JULI 1906 
Randinschrift: 950","Wilhelm von Preußen, (1906 - 1940)
Geburt
Medaille
"
260148,2,1910,"Ernst August,Herzog zu Braunschweig-Lüneburg,Viktoria Luise,Herzogin zu Braunschweig-Lüneburg,Thronbesteigung,Medaille",X 4684,"Medaille auf die Thronbesteigung des Herzogs Ernst August von Braunschweig-Lüneburg 1913, Herzogtum Braunschweig-Lüneburg, Herzog Ernst August (1913-1918), 1913","Oertel, Otto (Berliner Medaillen-Münze); Hersteller
 ",,"3,95 cm",,"22,5 g",Silber,,"Berlin, 1913","Vs: Umschrift unter Stab-/Perlrand: ERNST AUGUST HERZOG · VIKTORIA LUISE HERZOGIN 
Brustbild des Herzogpaares nebeneinander von vorn, der Herzog in Husarenuniform, die Herzogin mit Diadem und Perlenketten. Unter den Büsten ein Rosenzweig. 
Auf der Uniform: OERTEL BERLIN 

Rs: Stab-/Perlrand. 
Aufschrift unter umstrahlter Herzogkrone: ZUM ANDENKEN / AN DIE THRON- / BESTEIGUNG DES / HERZOGPAARES / 1913 
Randinschrift: SILBER 990","Ernst August, Herzog zu Braunschweig-Lüneburg
Viktoria Luise, Herzogin zu Braunschweig-Lüneburg
Thronbesteigung
Medaille
"
