id,imageid,year,keywords,_titel,_bemerkung,_ausleihe,_rueckgabe,_digitalisat1,_digitalisat2,_digitalisat3,_opac,_verfasser
2225,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144540,
2226,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144540,
2227,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144559,
2228,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144559,
2229,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144575,
2230,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144575,
2231,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144583,
2232,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144583,
2233,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144591,
2234,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144591,
2235,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144605,
2236,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144605,
2237,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144613,
2238,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144613,
2239,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144621,
2240,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144621,
2241,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=18714463X,
2242,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=18714463X,
2243,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144656,
2244,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144656,
2245,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144664,
2246,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144664,
2247,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144672,
2248,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144672,
2249,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144680,
2250,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144680,
2251,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144702,
2252,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144702,
2253,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144710,
2254,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144710,
2255,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144729,
2256,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144729,
2257,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144737,
2258,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144737,
2259,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144745,
2260,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144745,
2261,undefined,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons lyrische Anthologie 1-20{r} Bd.,,07.01.1827,16.02.1827,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=187144753,
2262,undefined,1808,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Matthisons Anthologie 1-20 Th.,"Erst auf Blatt 85 r ausgestrichen, ohne Rückgabedatum. - Rückgabe muss zwischen Ende Juli 1809 (Übertrag auf Blatt 85 r) und Juli 1810 erfolgt sein (Abschluss des Ausleihjournals Loc A 35.5). - Keudell gibt irrtümlich als Rückgabedatum 15.02.1809 an.",17.09.1808,XX.XX.18XX,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282542,https://lhwei.gbv.de/DB=2/PPN?PPN=187144753,
2263,undefined,1809,"Kunst,Ästhetik,Kunsthandwerk,Möbel,Dekoration",Letters of the french army in Egypt.,"Unter der Signatur MB E 7 : 171 (a, b) steht ein französische Ausgabe. ",09.12.1809,18.12.1809,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506917,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282793,https://lhwei.gbv.de/DB=2/PPN?PPN=187476314,
2264,undefined,1809,"Kunst,Ästhetik,Kunsthandwerk,Möbel,Dekoration",Letters of the french army in Egypt.,"Unter der Signatur MB E 7 : 171 (a, b) steht ein französische Ausgabe. ",09.12.1809,18.12.1809,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506917,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282793,https://lhwei.gbv.de/DB=2/PPN?PPN=187476322,
2265,undefined,1820,"Kunst,Ästhetik,Kunsthandwerk,Möbel,Dekoration",Tableaux historiques de la Revol. francaise T. I. II. ,"Unter der Signatur Th Vitr. 1 : 15 befinden sich in losen Bögen die Lieferungen 1-5, 7-29 in einer Mappe. Da im Ausleihjournal ""T. I. II."" vermerkt wurde, ist die Zuweisung zu dem mehrbändigen Werk plausibler.",21.03.1820,24.03.1820,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612955,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285053,https://lhwei.gbv.de/DB=2/PPN?PPN=188185011,"Grimoard, Philippe-Henri, de"
2266,undefined,1820,"Kunst,Ästhetik,Kunsthandwerk,Möbel,Dekoration",Tableaux historiques de la Revol. francaise T. I. II. ,"Unter der Signatur Th Vitr. 1 : 15 befinden sich in losen Bögen die Lieferungen 1-5, 7-29 in einer Mappe. Da im Ausleihjournal ""T. I. II."" vermerkt wurde, ist die Zuweisung zu dem mehrbändigen Werk plausibler.",21.03.1820,24.03.1820,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612955,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285053,https://lhwei.gbv.de/DB=2/PPN?PPN=18818502X,"Grimoard, Philippe-Henri, de"
2267,188337784,1828,"Englisch,Literatur,seit 1720",Cooper the red Rover T. 1,,29.01.1828,31.01.1828,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710089,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286777,https://lhwei.gbv.de/DB=2/PPN?PPN=188337784,"Cooper, James Fenimore "
2268,188668845,1821,"Naturwissenschaften,Technik,Physikalische Wissenschaften,Physik,Astronomie,Kosmologie","Bode's Anleit. zur Kenntniß des gestirnt. Him̄els",,02.03.1821,08.03.1821,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000635906,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285241,https://lhwei.gbv.de/DB=2/PPN?PPN=188668845,"Bode, Johann Elert"
2269,undefined,1806,"Sprache,Philologie,Griechisch,altGriechisch",[Oeuvres de Voltaire.] T. LVI-LVIII.,Mehrere Zuweisungen (Werkausgaben) möglich (2).,22.11.1806,09.12.1806,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000039662,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282354,https://lhwei.gbv.de/DB=2/PPN?PPN=18876724X,
2270,undefined,1806,"Sprache,Philologie,Griechisch,altGriechisch",[Oeuvres de Voltaire.] T. LVI-LVIII.,Mehrere Zuweisungen (Werkausgaben) möglich (2).,22.11.1806,09.12.1806,,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000039662,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282354,https://lhwei.gbv.de/DB=2/PPN?PPN=188767258,
2271,undefined,1806,,[Oeuvres de Voltaire.] T. LVI-LVIII.,Mehrere Zuweisungen (Werkausgaben) möglich (2).,22.11.1806,09.12.1806,http://gdz-srv1.sub.uni-goettingen.de/content/PPN497825848/1000/0/00000002.jpg,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000039662,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282354,https://lhwei.gbv.de/DB=2/PPN?PPN=188767266,
