id,year,keywords,imagenum,_verfasser,_ort,_titel,_umfang,_inhalt,_beilagen
KnF_1756-19,1756,"Flugschrift,Preußen,Sachsen,Rechtsfrage,Kriegsschuldfrage,Dokumentenanhang,Präventivkrieg",77,"[Hertzberg, Ewald Friedrich von]","Berlin, 1756","Mémoire Raisonné Sur La Conduite Des Cours De Vienne Et De Saxe, Sur Leurs Desseins Dangereux Contre Sa Majesté Le Roi De Prusse, Avec Les Piéces Originales Et Justificatives Qui En Fournissent Les Preuves.","33 Seiten, 40 Seiten","Legitimierung des Friedensbruchs Friedrichs II.; der Krieg wäre ihm aufgezwungen; das Traktat zwischen Österreich und Russland ist wegen der geheimen Klausel nicht als Defensiv-, sondern als Offensivallianz anzusehen; revisionistische Tendenzen hinsichtlich Schlesiens aufseiten Maria Theresias; Teilhabe Sachsens an den Plänen gegen Preußen; Beweise anhand interner Korrespondenz des sächsischen Hofes; Desinformationskampagne der österreichischen und sächsischen Minister mit dem Ziel, Rußland gegen Preußen einzunehmen.","Beilagen:
1. Traité de partage eventuel du 18 May, 1745; 2. Traduction du quatriême Article séparé & secret du Traité de Pétersbourg, du 22 May, 1746.; 3. Résolutions et Instructions pour le Comte de Vicedom, et le Sr. de Pézold à St. Petersbourg; 4. Traduction du mémoire presenté par les Ministres de Saxe à Pétersbourg le 14/25 Sept. 1747; 5. Dépêche du Roi de Pologne au C. de Loos, à Vienne du 21. Dec. 1747; 6. Extrait de l’avis du conseil privé, de Sa Majesté Polonaise, au sujet de l’accession au traité de Pétersbourg, donné le 15 Aout. 1747; 7. Extrait de l’avis du conseil privé de Sa Majesté Polonaise, du 17 Sept. 1748; 8. Extrait d’une Apostille du Comte de Brühl, au Comte de Looss à Paris, de Dresde le 12 Juin, 1747; 9. Déclaration du Comte de Loos, au Ministère de France 1747; 10. Extrait de l’instruction du Général d’Arnim, pour Sa Mission de Pétersbourg, datée le 19 Fevr. 1750; 11. Mémoire remis au Ministre de Russie Comte de Kayserling, à Dresde le 26 Juin, 1756; 12. Extrait d’une lettre du Comte de Flemming, au Comte de Brühl, de Vienne du 28 Fevr. 1753; 13. Extrait de la lettre du Comte de Brühl au Comte de Flemming à Vienne, de Dresde, le 8 Mars 1753; 14. Extrait d’une depêche du Comte de Vicedom au Comte de Brühl, de St. Pétersbourg, le 18 Avril 1747; 15. Traduction de la lettre du Sécrétaire d’Ambassade de Weingarten au Comte d’Uhlefeld. Berlin, du 24 Aout. 1748; 16. Lettre du Comte de Bernes au Comte de la Puebla, datée de Petersbourg le 12. Dec. 1749; 17. Extrait de l’instruction donnée au Général d’Arnim. Dresde le 19 Fevr. 1750. Traduit.; 18. Extrait d’une lettre du Sr. de Funck, au Comte de Brühl, datée de St. Petersbourg le 6 Dec. 1753. Traduit.; 19. Extrait de la Dépêche du Comte de Brühl au Sr. Funck à Pétersbourg le 6 Fevr. 1754. Traduit. [und] Extrait de la lettre du Sr. Funck au Comte de Brühl, du 31 Juin 1754.; 20. Extrait de la Dépêche du Comte de Brühl au Sr. Funck; de Varsovie le 28 Juillet 1754. Traduit.; 21. Extrait de la Dépêche du Comte de Brühl au Sr. Funck; de Varsovie le 2 Aout. 1754. Traduit.; 22. Extrait d’une Dépêche du Comte de Brühl au Sr. Funck au 1 Dec. 1754. Traduit.; 23. Extrait d’une lettre du Sr. Funck au Comte de Brühl; de Pétersbourg, le 9 Juin. 1755. Traduit.; 24. Extrait de la Dépêche du Comte de Brühl à Mr. de Funck; du 23 Juillet 1755. Traduit.; 25. Extrait de la lettre du Sr. Funck, au Comte de Brühl; de Pétersbourg, le 20 Oct. 1755.; 26. Extrait de la Dépêche du Comte de Brühl au Sécretaire Prasse à Pétersbourg; du 2 Juin, 1756.; 27. Extrait de la lettre du Comte de Flemming, au Comte de Brühl; de Vienne, le Juin 1756.; 28. Lettre du Comte de Flemming au Comte de Brühl[,] Vienne ce 28 Juillet 1756.; 29. A Mr. Le Comte de Flemming à Vienne[,] Dresde le 1 Juillet 1756."
KnF_1756-2,1756,"Flugschrift,Staatsschrift,Dokumentenanhang,Bündnissystem",7,,"Wien, Prag: Trattner, 1756","Acta Publica, oder Sammlung aller Staatsschriften, welche seit denen im Jahre 1756 zu London und Versailles geschlossenen Allianz-Tractaten an das Licht gekommen sind und noch kommen werden. Erster Theil.",4 Blatt,Buchdrucker Trattner erhält das Privilegium für eine Edition der Staatsdrucke; Bedingungen des Privilegs; im Vorwort Hervorhebung der Authentizität und Objektivität; Wichtigkeit der Zugänglichkeit von Staatsschriften.,
KnF_1756-20,1756,"Flugschrift,Präventivkrieg,Preußen,Sachsen,Rechtsfrage,Kriegsschuldfrage,Dokumentenanhang",79,"[Hertzberg, Ewald Friedrich von]","M. D. CC. LVI, 1756","Memoire Raisonné Sur La Conduite Des Cours De Vienne Et De Saxe, Et Sur Leurs Desseins Dangereux Contre Sa Majesté Le Roi De Prusse, Avec Les Pieces Originales Et Justificatives Qui En Fournissent Les Preuves.","44 Seiten, 36 Seiten","Legitimierung des Friedensbruchs Friedrichs II.; der Krieg wäre ihm aufgezwungen; das Traktat zwischen Österreich und Russland ist wegen der geheimen Klausel nicht als Defensiv-, sondern als Offensivallianz anzusehen; revisionistische Tendenzen hinsichtlich Schlesiens aufseiten Maria Theresias; Teilhabe Sachsens an den Plänen gegen Preußen; Beweise anhand interner Korrespondenz des sächsischen Hofes; Desinformationskampagne der österreichischen und sächsischen Minister mit dem Ziel, Rußland gegen Preußen einzunehmen.","1. Traité de partage eventuel du 18 May, 1745; 2. Traduction du quatrieme Article separé & secret du Traité de Pétersbourg du 22 May, 1746.; 3. Resolutions et Instructions pour le Comte de Vitzdom, et le Sr. de Pezold a St. Petersbourg; 4. Traduction du memoire presenté par les Ministres de Saxe à Petersbourg le 14/25 Sept. 1747.; 5. Depeche du Roi de Pologne au C. de Loss a Vienne. du 21. Dec. 1747.; 6. Extrait de l’avis du conseil privé, de Sa Majesté Polonaise, au sujet de l’accession au traité de Petersbourg, donné le 15 Aout. 1747; 7. Extrait de l’avis du conseil privé de Sa Majesté Polonaise, du 17 Sept. 1748; 8. Extrait d’une Apostille du Comte de Bruhl, au Comte de Loss, a Paris, de Dresde le 12 Juin, 1747; 9. Declaration du Comte de Loss, au Ministere de France 1747; 10. Extrait de l’instruction du General d’Arnim, pour Sa Mission de Petersbourg, datée le 19 Fevr. 1750; 11. Memoire remis au Ministre de Russie Comte de Keyserling, à Dresde le 26 Juin, 1756; 12. Extrait d’une lettre du Comte de Flemming, au Comte de Bruhl, de Vienne du 28 Fevr. 1753; 13. Extrait de la lettre du Comte de Bruhl au Comte de Flemming a Vienne, de Dresde, le 8 Mars 1753; 14. Extrait d’une depeche du Comte de Vitzdom au Comte de Brühl, de St. Petersbourg, le 18 Avril 1747; 15. Traduction de la lettre du Secretaire d’Ambassade de Weingarten au Comte d’Uhlefeld. Berlin du 24 Aout. 1748; 16. Lettre du Comte de Bernes au Comte de la Puebla, datée de Petersbourg le 12. Dec. 1749; 17. Extrait de l’instruction donnée au General d’Arnim. Dresde le 19 Fevr. 1750. Traduit.; 18. Extrait d’une lettre du Sr de Funck, au Comte de Bruhl, datée de St. Petersbourg le 6 Dec. 1753. Traduit.; 19. Extrait de la Depeche du Comte de Bruhl au Sr. Funck a Petersbourg le 6 Fevr. 1754. Traduit. [und] Extrait de la lettre du Sr. Funck au Comte de Bruhl, du 31 Juin 1754.; 20. Extrait de la Depeche du Comte de Bruhl au Sr. Funck; de Varsovie le 28 Juillet 1754. Traduit.; 21. Extrait de la Depeche du Comte de Bruhl au Sr. Funck; de Varsovie le 2 Aout. 1754. Traduit.; 22. Extrait d’une Depeche du Comte de Bruhl au Sr. Funck, du 1 Dec. 1754. Traduit.; 23. Extrait d’une lettre du Sr. Funck au Comte de Bruhl; de Petersbourg le 9 Juin. 1755. Traduit.; 24. Extrait de la Depeche du Comte de Bruhl a Mr. de Funck; du 23 Juillet 1755. Traduit.; 25. Extrait de la lettre du Sr. Funck au Comte de Bruhl, de Petersbourg le 20 Oct. 1755.; 26. Extrait de la Depeche du Comte de Bruhl au Secretaire Prasse a Petersbourg, du 2 Juin, 1756.; 27. Extrait de la lettre du Comte de Flemming au Comte de Bruhl, de Vienne, le Juin 1756.; 28. Lettre du Comte de Flemming au Comte de Bruhl[,] Vienne ce 28 Juillet 1756.; 29. A Mr. Le Comte de Flemming a Vienne[,] Dresde le 1 Juillet 1756."
KnF_1756-21,1756,"Flugschrift,Reskript,Dokumentenanhang,Rechtsfrage,Preußen,Staatsschrift",3,"[Hertzberg, Ewald Friedrich von]",1756,Das von Sr. Königl. Majestät in Preussen an Dero Ministros erlassenes allergnädigstes Circular-Rescript d. d. Berlin den 18. Septembris 1756. Nebst angefügtem Kriegs-Manifest.,2 Blatt,"Kurze Legitimation des preußischen Einmarsches in Sachsen als Schutzmaßnahme (Prävention) für die eigenen Territorien, im Interesse der reichsständischen Freiheiten und allgemein des „teutschen Vaterlandes“; Bedrohung durch Wiener und Dresdner Hof und deren v. a. auf die Schwächung Preußens gerichtete Politik; Maria Theresia wartet nur auf günstige Gelegenheit zum Krieg, durch die Verweigerung einer friedlichen Verständigung ist militärische Reaktion unumgänglich, Wiener Hof trägt die Verantwortung für das folgende Blutvergießen; Ankündigung der Veröffentlichung von sächsischen Dokumenten, die die zunächst nur auf Vermutungen beruhenden Vorwürfe belegen; schon jetzt zeugt das stark befestigte Lager des sächsischen Armee in Pirna deren Kriegsvorbereitungen.",
KnF_1756-22,1756,"Flugschrift,Rechtsfrage,Replik,Österreich,Dokumentenanhang,Streitschrift",7,"[Podewils, Heinrich von], [Müller, Georg Friedrich]","Berlin: Henning, 1756","Kurtze Abfertigung der sogenannten Beantwortung des Wienerschen Hofes auf das Königlich Preußische Manifest. / [Podewils, Heinrich von] 1756",8 Seiten,"Reaktion auf die „Beantwortung des, unter dem Titul: Ursachen, welche Se. Königl. Majestät in Preußen erwogen, sich wider die Absichten des Wienerschen Hofes zu setzen und deren Ausführung zuvor zu kommen, kundgewordenen Krieges-Manifest“ mit Verweisen auf das „Memoire raisonné“ und die dort veröffentlichten Dokumente aus dem Dresdner Kabinett; Zurückweisung aller Vorwürfe Österreichs, die mit vielmehr Recht allesamt gegen das Erzhauses erhoben werden können (Beginn der Rüstungen, Eroberungssucht im Reich und Ausland, Anstiftung zu Unruhen, Streben nach der Vorherrschaft im Reich unter Ausnutzung der Reichsinstitutionen, Bedrohung des corpus evangelicorum, Bestechung vereidigter Personen); im Zentrum der Schrift: Widerlegung des Vorwurfs, dass man die Beweise für die Legitimität des Einmarsches in Sachsen erst in nach diesem in Dresden suchen musste und es sich somit um eine Aggression handelte sowie Begründung für die spätere Publikation der Originale und den Verzicht auf die Veröffentlichung der bereits vorher in preußischen Besitz befindlichen Abschriften.","Beilage:
1. Antwort des Königl. Preußischen Cabinets-Ministerii, auf das, von dem Römisch-Kayserl. und Königl. Ungar- und Böhmischen General-Feldmarschall-Lieutenant und bevollmächtigten Minister, Grafen von Puebla, unter dem 15ten Junii eingereichtes Pro Memoria, die Ausfündigmachung, Inhaftirung und Auslieferung des von der Kayserl. Königlichen Gesandtschaft entwichenen Secretarii von Weingarten des jüngern betreffend. d. d. Berlin den 24. Junii 1756
2. Königliche Cabinets-Ordre. An den Magistrat zu Stendal, wegen Inhaftirung gedachten Gesandschafts-Secretarii von Weingarten d. d. Potsdam, den 19ten Junii 1756"
KnF_1756-23,1756,"Flugschrift,Brief,Dokumentenanhang,Rechtsfrage,Preußen,Österreich,Sachsen,Bündnissystem,Geschichte als Argument,Streitschrift",19,,"Straßburg, 1756",Sendschreiben unterm 6ten November 1756. Das Memoire Raisonne und die zu desssen Beweiß dienende Urkunden betreffend.,20 Seiten,"Anonymer Autor; Text vorgeblich verfasst in Straßburg, 6. Dezember 1756; Preußen ist der Angreifer und Friedensbrecher, da es weder von Österreich und Rußland noch Sachsen bedroht wurde; Anlass zum Schreiben: ""Memoire pour justifier la conduite du Roi de Prusse contre les fausses impulations de la Cour de Saxe."" Auseinandersetzung im Text erfolgt aber mit dem „Memoire Raisonné Sur La Conduite Des Cours De Vienne Et De Saxe, Et Sur Leurs Desseins Dangereux Contre Sa Majesté Le Roi De Prusse [...]“ und den in diesem veröffentlichten Dokumenten; 
2 Schwerpunkte: 
1. Wertung und Interpretation der Kopien und der durch die Öffnung des Dresdner Kabinettsarchives im Zuge des preußischen Einmarsches erbeuteten Originale des Schriftwechsels der sächsischen Minister und Diplomaten 
2. Einschätzung der Bündnisbestrebungen des Wiener, des Moskauer und des sächsischen Hofes und des Petersburger Vertrags (1746) als Defensivvertrag; 
Kopien und Originale können den preußischen Einmarsch in Sachsen nicht legitimieren; Zweifel am Wahrheitsgehalt der Kopien aus der Hand von wenig vertrauenswürdigen („meyneidigen“) Personen sowie am Zeitpunkt, an dem diese in die Hände Friedrichs kamen, da er seine Vorwürfe gegen Sachsen erst nach erfolgten Einmarsch erhebt; letzteres gilt auch für die Originale; diese belegen vielmehr die auf Schutz vor Preußen ausgerichtete Politik; kein Verstoß gegen die im Dresdner Frieden (1745) zwischen Preußen, Sachsen und Österreich beschworene Freundschaft; dem Petersburger Vertrag (1746) liegen Schutzbestrebungen zugrunde, deshalb handelt es sich um ein Defensivbündnis; dem widersprechen auch die Geheimen Artikel nicht, alle Vereinbarungen werden erst im Falle eines Angriffs durch Preußen wirksam; auch die Besetzung von dessen Provinzen ist nach Völkerrecht in diesem Fall legitim, wie auch Beispiele aus der  brandenburgischen Geschichte zeigen; für das Bündnis musste der Wiener Hof die Zarin nicht gegen Preußen aufhetzen, die Furcht vor Friedrich beruht auf dessen expansiver Politik; Sachsen ist dem Petersburger Vertrag nicht beigetreten;
Inhalt und Ton der vom preußischen König von Maria Theresia geforderten Sicherheiten.",
KnF_1756-24,1756,"Flugschrift,Streitschrift,Österreich,Konfession,Geschichte als Argument",79,"[Kahle, Ludwig Martin]","ohne Impressum, [1756]",Unbilliges Verfahren des Erz-Hauses Oesterreich gegen die Evangelische.,80 Seiten,"Schrift eines ungenannten „Patrioten“ über Ursachen des gegenwärtigen Konfliktes und die sich daraus für das Reich ergebenden Gefahren; Habsburger streben die Umwandlung des Reiches in eine Erbmonarchie und den Besitz aller Reichsterritorien („gantz Teutschland“) an; wie in ihren Erblanden fordern die Habsburger Gehorsam auch in Gewissens- und Glaubensfragen um unter dem „Schleyer“ der Religion absolute Herrschaft zu erreichen; die Religion ist für dieses Streben nur „Deckmantel“;  zunächst „Zernichtung“ der protestantischen Reichsstände, dann Unterjochung der katholischen Reichsglieder; dafür benutzen die Habsburger u. a. die Institutionen des Reiches, die Einflussmöglichkeiten durch die hervorgehobene Position des Kaisers, Verträge und Gewalt; diese gegen die Verfassung des Reiches verstoßende Politik betreiben sie seit der Reformation bis in die Gegenwart; protestantische Reichsstände dürfen sich nicht schwächen lassen und sollen gegen das Erzhaus zusammenstehen.",
KnF_1756-25,1756,"Flugschrift,Sachsen,Polen,Rechtsfrage,Geschichte als Argument",11,,"ohne Impressum, [1756]",Uebersetzung eines Pohlnischen Schreibens über die Schrift: Betrachtungen über das von der Republic Pohlen bey gegenwärtigen Zeitläuften zu haltende Betragen.,12 Seiten,"Unbekannter polnischer „Republikaner“ weist die in der preußischen Schrift („Betrachtungen über das von der Republik Pohlen bey gegenwärtigen Zeitläuften zu haltende Betragen“ = KnF 1756-15) empfohlene Neutralität Polens, behauptete gemeinsame Interessen und die für diese sprechenden Argumente als unzutreffend zurück; Preußens Politik zielt seit jeher auf Vergrößerung der eigenen Macht und territoriale Erweiterung; deshalb sollte die Republik auf Schutz vor dem die polnische Unabhängigkeit und Verfassung bedrohenden Preußen bedacht sein; Einfall in Sachsen und Umgang (Besetzung) mit dem Land sind Unrecht; die geleisteten Treue- und Gehorsamseide zwingen die Polen zwar nicht zur Unterstützung des Königs in dessen sächsischem Kurfürstentum, wohl aber „Dankbarkeit“, solange der König die Rechte der Polen beachtet, und eigene Interessen; Friedrich II. kann sich nicht auf den Vertrag von Wehlau (1657) [entlässt Preußen aus der polnischen Lehnshoheit – erwähnen????] berufen, da dieser als Defensivallianz zu verstehen ist, die v. a. dem Schutz der brandenburgischen Kernterritorien beinhaltete, den „Krieg“ führt er jedoch als „König in Preußen“; gegenwärtig ist Polen eher von Preußen als durch Österreich und Rußland bedroht.",
KnF_1756-27,1756,"Flugschrift,Replik,Rechtsfrage,Österreich,Dokumentenanhang,Streitschrift",15,"[Podewils, Heinrich von], [Müller, Georg Friedrich]","Berlin, 1756",Kurtze Abfertigung der sogenannten Beantwortung des Wienerschen Hofes auf das Königlich Preußische Manifest.,"13 Seiten, 3 ungezählte Seiten","Reaktion auf die „Beantwortung des, unter dem Titul: Ursachen, welche Se. Königl. Majestät in Preußen erwogen, sich wider die Absichten des Wienerschen Hofes zu setzen und deren Ausführung zuvor zu kommen, kundgewordenen Krieges-Manifest“ mit Verweisen auf das „Memoire raisonné“ und die dort veröffentlichten Dokumente aus dem Dresdner Kabinett; Zurückweisung aller Vorwürfe Österreichs, die mit vielmehr Recht allesamt gegen das Erzhauses erhoben werden können (Beginn der Rüstungen, Eroberungssucht im Reich und Ausland, Anstiftung zu Unruhen, Streben nach der Vorherrschaft im Reich unter Ausnutzung der Reichsinstitutionen, Bedrohung des corpus evangelicorum, Bestechung vereidigter Personen); im Zentrum der Schrift: Widerlegung des Vorwurfs, dass man die Beweise für die Legitimität des Einmarsches in Sachsen erst in nach diesem in Dresden suchen musste und es sich somit um eine Aggression handelte sowie Begründung für die spätere Publikation der Originale und den Verzicht auf die Veröffentlichung der bereits vorher in preußischen Besitz befindlichen Abschriften.","1. Antwort des Königl. Preußischen Cabinets-Ministerii, auf das, von dem Römisch-Kayserl. und Königl. Ungar- und Böhmischen General-Feldmarschall-Lieutenant und bevollmächtigten Minister, Grafen von Puebla, unter dem 15ten Junii eingereichtes Pro Memoria, die Ausfündigmachung, Inhaftirung und Auslieferung des von der Kayserl. Königlichen Gesandtschaft entwichenen Secretarii von Weingarten des jüngern betreffend. d. d. Berlin den 24. Junii 1756
2. Königliche Cabinets-Ordre. An den Magistrat zu Stendal, wegen Inhaftirung gedachten Gesandschafts-Secretarii von Weingarten d. d. Potsdam, den 19ten Junii 1756"
KnF_1756-28,1756,"Flugschrift,Zeitung,Kriegsverlauf,Soldatentum",3,,"ohne Impressum, 1756","Gazette De Cologne: Avec Privilege De Sa Majeste Imperiale. LXXXIX, Du Vendredy, 5. Novembre 1756.",2 Blatt,"Aus der La gazette de France übernommene Schilderung der Eroberung des Forts Oswego durch die französische Armee und ihre Verbündeten sowie der Schlacht von Lobositz; 
Quelle für die Information zu den Auseinandersetzungen um Oswego Schiff aus Quebec, das den Brester Hafen erreicht hat; englische Verluste; erfolgreiche Abwehr des Angriffs der Engländer und Errichtung dreier Forts durch die Franzosen; Rettung der sächsischen Armee ist fehlgeschlagen; Zusammenführung der sächsischen und österreichischen Truppen aufgrund des Misserfolges der Armee Sachsens ist es nicht gelungen; Schilderung der Schlacht von Lobositz; Teilerfolge wie Einnahme von Tetschen (Děčín).
",
KnF_1756-29,1756,"Flugschrift,Predigt,Preußen,Schlacht",15,"Decker, Johann Christoph",Dresden: Harpeter,"Dank-Rede, Welche bey Gelegenheit des am ersten Octobr. 1756 von Sr. Königl. Majestät in Preußen Friedrich II. über die doppelt stärkere Oesterreichische Macht bey Arwosiz in Böhmen höchstrühmlich erfochtenen Sieges und des im Lager bey Groß-Sedlitz Tages darauf gehaltenen Freuden-Schießens gehalten worden von M. Johann Christian Decker, Feld-Probst der Königl. Preußischen Armeee, und Feld-Prediger der Königl. Garde.",8 Seiten,"Dank für den Sieg und Verherrlichung Friedrichs II. durch Vergleich mit König David, jener sei ein ebenso großer König, tapferer Beschützer seiner Völker und Hüter der „wahren“ christlichen Religion; Ursache für den gegenwärtigen Krieg sind die „übermütigen“ Feinde, die sich im Vertrauen auf ihre militärischen Stärke einer friedlichen Lösung von Konflikten widersetzten; Preußens Sache ist eine gerechte, deshalb Gottes Hilfe; Friedrich II. kämpft auch zum Schutze des evangelischen Glaubens und wird deshalb auch die Hilfe und den Schutz Gottes erhalten, allein dieses Wissen stärkt die preußischen Soldaten und gibt ihnen Mut auch gegen zahlenmäßig überlegene Feinde; Hervorhebung der persönlichen Eigenschaften des Königs: in Friedenszeiten arbeitet er unermüdlich für die Wohlfahrt seiner Untertanen und trainiert die Armee; die Soldaten liebt er wie ein Vater; im Felde wacht er, wenn die Soldaten schlafen und scheut nicht die eigene Gefahr; Fürbitte für den König, seine Brüder und alle anderen Angehörigen der königlichen Familie sowie die Gefallenen der preußischen Armee.",
KnF_1756-3,1756,"Flugschrift,Reichstag,Rechtsfrage,Dokumentenanhang,Reichsverfassung",15,,"ohne Impressum, 1756","Des Heiligen Römischen Reichs Churfürsten, Fürsten und Stände zu gegenwärtiger allgemeinen Reichs-Versammlung bevollmächtigte Räthe, Bothschafter und Gesandte [...] Dictatum Regenspurg, den 23. Sept. 1756 per Moguntinum, 1756",,Beschwerde Sachsens beim Reichstag über den preußischen Überfall; Schilderung des unakzeptablen Verhaltens der Preußen in Sachsen; Bitte um Beistand.,"Lit.A: I. Extractt-Schreibens an des Herrn Premier-Ministre Grafens von Brühl Excellenz, von der Königl. Polnischen Churfürstl. Sächsischen Gesandtschaft zu Berlin de dato 28. Aug. 1756; II. Substanz des mündlichen Antrags Königl. Preußischer Gesandtschaft zu Dresden; III-V. (ohne Titel), Lit.B: Declaration derjenigen Gründe, welche Se. Königliche Majestät in Preußen bewogen, mit Dero Armee in Sr. Königlichen Majestät von Polen und Churfürstl. Durchl. zu Sachsen Erb-Lande einzurücken. Berlin 1756."
KnF_1756-30,1756,"Flugschrift,Predigt,Preußen",31,,"ohne Impressum, [1756]","Predigt, über das ordentliche Evangelium am drey und zwanzigsten Sonntage nach Trinitatis, welche, in höchster Gegenwart Sr. Königl. Majestät in Preußen, in der Kreuzkirche zu Dreßden, am 21sten Novembr. 1756. gehalten, und, auf höchstgedachter Sr. Königlichen Majestät ausdrückliches allergnädigstes Verlangen, dem Druck übergeben worden von D. Johann Joachim Gottlob am Ende, Pfarrern und Superint. auch des Ober-Consistorii Assessorn daselbst.",32 Seiten,"Gedanken in der am 21. November 1756 durch den Superintendenten J. J. G. am Ende in
der Dresdner Kreuzkirche in Anwesenheit Friedrichs II. gehaltenen Predigt zum Thema „suum cuique“: Verpflichtungen, die sich daraus gegenüber Gott,
der Obrigkeit, den Mitmenschen, den irdischen Dingen und dem eigenen
Seelenheil ergeben; Erfüllung dieser Verpflichtungen führt zu Gerechtigkeit, Wohlstand und Gottes Schutz; jeder Untertan schuldet seiner Obrigkeit Gehorsam, diese ihm dafür Schutz; Bestandteil der Pflichten aller, v. a. aber von Herrschern: gegenüber dem Feind Gerechtigkeit und Großmut; Bitte um den Beistand Gottes für Sachsen, Kurfürst Friedrich August II. von Sachsen und dessen Familie sowie für Friedrich II.
",
KnF_1756-31,1756,"Flugschrift,Brief,Rechtsfrage,Geschichte als Argument",19,"[Surland, Johann Julius]",1756,"Zwey Schreiben eines Vaters an seinen Sohn, von der Heiligkeit der Archive.",20 Seiten,"Zwei Schreiben eines Vaters an seinen studierenden Sohn, in denen jener die Öffnung und Entnahme von Dokumenten des Dresdner Kabinettarchives und deren Veröffentlichung zu legitimieren versucht; Sohn bezweifelt sowohl die Rechtmäßigkeit als auch die Beweiskraft der Dokumente; im Archiv sind Dokumente aufbewahrt, die die „Wohlfahrt“ des gesamten Landes betreffen, deshalb ist deren Aufbewahrung und Sicherung eine Aufgabe der Landesherrschaft; in Friedenszeiten wäre eine Öffnung durch Unbefugte ein Eingriff in die Rechte der Herrschaft, ein feindlicher Akt; zu den Regeln im Krieg gehört die Mäßigung gegenüber dem Feind, diese beinhaltet auch die Schonung der Archive; bestimmte Umstände erlauben im Einklang mit dem Natur- und Völkerrecht jedoch deren Öffnung: u. a. Unverletzlichkeit der Dokumente erlischt, wenn diese zum Schaden des Anderen verwendet werden; ein Kläger, der Beweise für die Unschuld des Angeklagten besitzt und diesem deren Herausgabe verweigert, zeigt nur sein Interesse, dem Beschuldigten zu schaden; Friedrich II. wird durch seine missgünstigen, sich rüstenden Gegner und deren gegen die Wohlfahrt seines Landes gerichteten Pläne gezwungen, sich zu verteidigen; legitimes Streben, das Archiv zu öffnen, um Beweise für diese ihm aus Abschriften bekannten Pläne und zur Widerlegung der gegen ihn durch die Feinde erhobenen Anklagen zu erhalten; Öffnung des Dresdner Archives verstößt nicht gegen die vom preußischen König dem sächsischen Kurfürsten verlautbarte Freundschaft; Archiv als Aufbewahrungsort von für die Wohlfahrt des Landes wichtigen Dokumenten garantiert deren Echtheit; Überprüfung der Echtheit auch durch Vergleich der Handschriften möglich.",
KnF_1756-32,1756,"Flugschrift,Staatsschrift,Konfession,Rechtsfrage,Kriegsschuldfrage,Preußen",43,"[Borié, Egyd von]","Wien, Prag, [1756]",Anmerkungen über die von Anbeginn des gegenwärtigen Kriegs bis anhero zum öffentlichen Druck gediehene Königl. Preußische Kriegs-Manifesten Circularien und Memoires.,44 Seiten,"Zurückweisung der von Preußen in den bisher erschienenen Schriften erhobenen Vorwürfe und der diesen zugrundeliegenden Argumentation; Preußens Beweisführung wäre nur schlüssig, wenn 1. zwischen den Aussagen einzelner Schriften keine offensichtlichen Widersprüche bestehen würden (Bsp. Erklärungen zum Umgang mit dem besetzten Sachsen), 2. sie beweisen könnte, dass die Gefahr eines Überfalls wirklich bestanden habe und diese Bedrohung die Ursache für die preußischen Handlungen gewesen sei, 3. wenn Preußen einen „ächten“ Beweis für die Existenz eines gegen dieses gerichteten „Offensiv-Bündnis“ vorlegte; Einfall in Sachsen und Böhmen ist „Land-Friedensbrüchige Reichs-Vehde“ und keine „unumgängliche Nothwehr“; Kaiser wird in seiner Funktion als Reichsoberhaupt auf Basis der Reichsgesetze tätig, nichts als Gemahl Maria Theresias, da Böhmen, durch die Readmission  der Böhmischen Kurstimme im Reichsschluss von 1708 ebenso zweifellos Anspruch auf den Schutz durch das Reich wie Sachsen habe; Konflikt hat politische Ursachen, keine religiösen; das Streben Preußens nach Vorherrschaft im Reich gefährdet protestantische und katholische Reichsstände gleichermaßen sowie die Reichsverfassung und die Institutionen; Legitimation der Bündnisbestrebungen und militärischen Maßnahmen als Vorsichts- und Schutzmaßnahme vor der Bedrohung durch das eroberungssüchtige und militärisch überlegene Preußen mit seiner stets angriffsbereiten Armee; Verteidigung des Petersburger Vertrages (1746) zwischen Österreich und Rußland als dem Völkerrecht entsprechende Defensivallianz, da alle Vereinbarungen (auch der Geheime Artikel 4) nur im Falle eines Angriffs wirksam werden; die Bestimmungen zum Schutz Polens, die Regelungen hinsichtlich der Entschädigungen für die geleistete Hilfe und die Bekanntmachung der Vereinbarungen außer dem Geheimen Artikel 4 entsprechen diplomatischen Gepflogenheiten; ein Angriff Friedrichs II. führt zum Bündnisfall und damit auch zum Krieg gegen Österreich, wodurch die Vereinbarungen des Dresdner Friedens auch hinsichtlich Schlesiens und Glatz hinfällig werden; widerrechtliche Öffnung des Dresdner Kabinetts; die Veröffentlichung der dort entnommenen Dokumente kann die Richtigkeit der preußischen Vorwürfe gegen den Wiener, den Petersburger und den Dresdner Hof nicht beweisen; Zweifel an der Echtheit und Aussagekraft dieser Dokumente; sie zeigen lediglich: Sachsen nicht Mitglied der Petersburger Allianz, die Verärgerung sächsischer Minister wegen der Politik Preußens gegen ihr Land und die Befürchtungen aller vor einer Aggression durch Friedrich II. und ihre Schutzbemühungen; das alles berechtigt Preußen nicht zum Einmarsch in Sachsen.",
